City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,bam,29.106,58.357,28.55,29,12,2.36,IR,1686254724
359,sao gabriel da cachoeira,-0.1303,-67.0892,27.89,89,75,1.03,BR,1686254724
360,gat,31.61,34.7642,27.44,31,97,1.68,IL,1686254724
361,portree,57.4129,-6.1942,14.18,77,100,1.52,GB,1686254443
362,faanui,-16.4833,-151.75,26.18,66,100,9.79,PF,1686254724
363,bonthe,7.5264,-12.505,26.95,83,100,2.63,SL,1686254724
364,paamiut,61.994,-49.6678,1.09,91,100,2.63,GL,1686254724
365,honiara,-9.4333,159.95,24.82,88,93,1.65,SB,1686254725
366,churu,28.3,74.95,32.46,39,4,5.21,IN,1686254725
367,ketchikan,55.3422,-131.6461,19.99,55,0,6.17,US,1686254700
368,vanavara,60.34,102.2797,14.9,94,97,2.09,RU,1686254725
369,peddapalli,18.6167,79.3667,34.3,31,83,4.57,IN,1686254725
370,dunda,-8.1167,34.25,20.19,69,99,2.16,TZ,1686254725
371,tezu,27.9167,96.1667,28.49,47,26,1.84,IN,1686254725
372,alcaniz,41.05,-0.1333,20.7,79,100,2.12,ES,1686254725
373,vila franca do campo,37.7167,-25.4333,18.23,80,100,3.61,PT,1686254725
374,pokhara,28.2333,83.9833,25.5,31,0,3.45,NP,1686254725
375,fuyu,45.1833,124.8167,13.8,59,86,3.13,CN,1686254725
376,bengkulu,-3.8004,102.2655,24.51,91,97,1.48,ID,1686254725
377,xai-xai,-25.0519,33.6442,22.11,56,0,3.43,MZ,1686254726
378,beringovskiy,63.05,179.3167,3.75,87,96,5.43,RU,1686254726
379,santo antonio do sudoeste,-26.0736,-53.7253,20.66,65,0,0.54,BR,1686254726
380,issia,6.4922,-6.5856,23.77,94,29,2.08,CI,1686254726
381,poronaysk,49.2167,143.1167,6.16,90,20,1.66,RU,1686254726
382,moa,20.6569,-74.9403,28.93,75,100,1.44,CU,1686254726
383,onega,63.9061,38.1404,7.48,98,100,1.92,RU,1686254726
384,sola,-13.8833,167.55,25.87,75,78,8.82,VU,1686254726
385,port macquarie,-31.4333,152.9167,8.27,84,0,2.83,AU,1686254724
386,bansko,41.8383,23.4885,16.11,92,91,1.07,BG,1686254726
387,sisimiut,66.9395,-53.6735,2.2,67,58,2.11,GL,1686254726
388,sabaudia,41.3003,13.0282,20.51,91,15,2.92,IT,1686254726
389,manali,13.1667,80.2667,31.15,83,100,4.88,IN,1686254726
390,sankt veit,49.1,10.95,15.21,89,100,0.99,DE,1686254726
391,atar,20.5169,-13.0499,36.26,19,98,4.48,MR,1686254727
392,dolgoderevenskoye,55.3444,61.3444,16.29,100,0,4.0,RU,1686254727
393,kokopo,-4.352,152.2633,24.68,87,69,2.87,PG,1686254727
394,urucara,-2.5364,-57.76,30.39,62,82,1.87,BR,1686254727
395,flint,43.0125,-83.6875,24.36,32,75,5.66,US,1686254727
396,tautira,-17.7333,-149.15,24.85,64,72,8.77,PF,1686254470
397,port lincoln,-34.7333,135.8667,12.74,60,100,5.08,AU,1686254447
398,kloulklubed,7.0419,134.2556,24.28,74,100,4.89,PW,1686254727
399,aldine,29.9324,-95.3802,34.55,58,75,2.57,US,1686254727
400,the valley,18.217,-63.0578,31.92,79,20,6.69,AI,1686254727
401,bani walid,31.7566,13.9942,25.09,44,51,6.29,LY,1686254727
402,san jeronimo,-11.9472,-75.2829,16.62,41,30,1.86,PE,1686254727
403,arrifes,37.7667,-25.7,17.14,77,20,6.69,PT,1686254727
404,turukhansk,65.8167,87.9833,9.23,95,71,5.5,RU,1686254727
405,tilichiki,60.4667,166.1,6.46,75,98,0.37,RU,1686254728
406,palmas,-10.2128,-48.3603,30.93,42,0,3.09,BR,1686254728
407,sinjai,-5.1241,120.253,23.76,86,88,1.58,ID,1686254728
408,piacabucu,-10.4056,-36.4344,24.69,78,5,2.96,BR,1686254544
409,tawang,27.5833,91.8667,13.36,95,100,0.48,IN,1686254690
410,nanortalik,60.1432,-45.2371,2.48,77,16,6.29,GL,1686254728
411,saint-philippe,-21.3585,55.7679,19.77,79,50,5.05,RE,1686254497
412,talsi,57.2456,22.5814,10.27,86,0,2.68,LV,1686254728
413,itoman,26.1247,127.6694,26.21,94,20,5.66,JP,1686254728
414,xuddur,4.1213,43.8894,23.91,76,99,9.04,SO,1686254728
415,prince george,53.9166,-122.753,30.14,25,0,2.57,CA,1686254726
416,davila,18.4726,120.5763,25.99,78,93,2.31,PH,1686254728
417,vila,42.0304,-8.1588,13.72,98,95,2.24,PT,1686254728
418,anuradhapura,8.3565,80.4173,26.36,83,100,5.72,LK,1686254728
419,mount darwin,-16.7725,31.5838,16.44,59,3,0.93,ZW,1686254728
420,chapais,49.7834,-74.8492,17.88,69,100,2.99,CA,1686254728
421,novyy svit,47.8059,38.0211,16.15,70,29,3.17,UA,1686254728
422,catio,11.2833,-15.25,27.56,68,79,5.18,GW,1686254729
423,sikeston,36.8767,-89.5879,29.94,24,0,0.0,US,1686254729
424,mangrol,21.1167,70.1167,28.66,82,0,4.3,IN,1686254729
425,simpang,-1.2667,104.0833,23.86,95,95,1.33,ID,1686254729
426,nicoya,10.1483,-85.452,29.56,72,91,2.19,CR,1686254729
427,juneau,58.3019,-134.4197,18.39,78,100,1.54,US,1686254729
428,goderich,43.7501,-81.7165,15.51,67,77,5.66,CA,1686254537
429,calama,-22.4667,-68.9333,21.27,6,0,9.26,CL,1686254729
430,mersing,2.4312,103.8405,23.95,94,20,2.06,MY,1686254729
431,tall kayf,37.0833,41.0667,29.68,18,91,1.08,TR,1686254729
432,middle island,40.8843,-72.9373,21.3,60,20,5.66,US,1686254496
433,mexico,15.0646,120.7198,27.84,90,76,0.22,PH,1686254188
434,dongying,37.4564,118.4856,23.44,25,96,3.2,CN,1686254729
435,kenai,60.5544,-151.2583,13.05,88,100,5.66,US,1686254729
436,pacasmayo,-7.4006,-79.5714,25.47,73,12,7.01,PE,1686254729
437,valguarnera caropepe,37.4955,14.3888,19.16,77,1,1.11,IT,1686254729
438,biak,-0.9131,122.8766,24.25,83,16,2.14,ID,1686254730
439,deputatskiy,69.3,139.9,14.08,49,99,1.27,RU,1686254730
440,lethem,3.3803,-59.7968,30.92,60,50,2.71,GY,1686254730
441,amapa,1.0,-52.0,25.81,89,99,0.24,BR,1686254538
442,rio gallegos,-51.6226,-69.2181,2.03,93,100,5.14,AR,1686254730
443,srednekolymsk,67.45,153.6833,14.04,39,100,4.76,RU,1686254730
444,kotido,2.9806,34.1331,22.81,67,97,1.99,UG,1686254730
445,otradnoye,59.7775,30.8181,13.03,65,96,2.1,RU,1686254730
446,balikpapan,-1.2675,116.8289,27.55,89,20,2.06,ID,1686254730
447,birao,10.2849,22.7882,27.6,60,42,0.57,CF,1686254730
448,szczytno,53.5626,20.9875,17.96,48,0,0.51,PL,1686254730
449,olafsvik,64.8945,-23.7142,8.29,94,100,9.0,IS,1686254730
450,west plains,36.7281,-91.8524,23.86,81,75,2.57,US,1686254730
451,port blair,11.6667,92.75,29.02,84,75,5.66,IN,1686254730
452,skibbereen,51.55,-9.2667,17.84,81,100,9.57,IE,1686254730
453,thompson,55.7435,-97.8558,25.09,33,75,4.63,CA,1686254503
454,inuvik,68.3499,-133.7218,13.42,67,20,4.12,CA,1686254731
455,rawah,34.4816,41.9093,33.38,18,99,3.46,IQ,1686254731
456,salihorsk,52.7876,27.5415,13.49,88,0,2.75,BY,1686254731
457,neubrandenburg,53.5667,13.2667,15.57,86,0,2.33,DE,1686254731
458,kpandu,6.9954,0.2931,24.82,85,69,3.16,GH,1686254731
459,wolfenbuttel,52.1667,10.55,21.99,43,75,3.09,DE,1686254731
460,taketa,32.9652,131.3785,17.66,98,100,1.96,JP,1686254731
461,talnakh,69.4865,88.3972,7.79,72,100,4.76,RU,1686254690
462,yumen,40.2833,97.2,20.63,20,40,1.68,CN,1686254731
463,sao geraldo do araguaia,-6.4006,-48.555,28.48,76,74,1.23,BR,1686254731
464,suluq,31.6682,20.2521,21.64,61,8,7.09,LY,1686254731
465,longyearbyen,78.2186,15.6401,2.91,70,40,8.23,SJ,1686254710
466,vilyuysk,63.7553,121.6247,9.89,64,2,1.08,RU,1686254731
467,joshimath,30.5667,79.5667,16.45,53,14,3.06,IN,1686254731
468,dudinka,69.4058,86.1778,7.13,57,100,6.65,RU,1686254731
469,cayenne,4.9333,-52.3333,29.02,74,75,3.6,GF,1686254719
470,pustoshka,56.3355,29.369,13.65,60,30,1.61,RU,1686254732
471,tukrah,32.5341,20.5791,20.48,81,4,4.13,LY,1686254732
472,thessalon,46.2501,-83.5666,20.16,62,100,1.67,CA,1686254710
473,sao jose da coroa grande,-8.8978,-35.1478,25.2,85,45,4.32,BR,1686254732
474,belawan,3.7755,98.6832,25.16,92,100,2.07,ID,1686254732
475,koslan,63.4564,48.8989,5.14,69,83,2.05,RU,1686254732
476,yeppoon,-23.1333,150.7333,15.88,93,1,1.72,AU,1686254732
477,batagay-alyta,67.8006,130.4114,10.06,74,100,5.67,RU,1686254732
478,paragominas,-2.9667,-47.4833,25.64,95,35,1.54,BR,1686254600
479,salina,38.8403,-97.6114,36.08,31,75,3.09,US,1686254732
480,oranjestad,12.524,-70.027,30.97,76,20,11.32,AW,1686254732
481,brodina,47.8833,25.4167,15.64,94,86,1.47,RO,1686254732
482,hay river,60.8156,-115.7999,15.98,67,75,4.63,CA,1686254598
483,takayama,36.1333,137.25,15.72,99,100,1.51,JP,1686254732
484,puerto narino,-3.7703,-70.3831,28.12,92,44,0.51,CO,1686254732
485,chifeng,42.2683,118.9636,14.28,32,96,3.05,CN,1686254732
486,liverpool,53.4106,-2.9779,17.84,58,0,5.66,GB,1686254380
487,fortuna,40.5982,-124.1573,17.18,91,100,3.09,US,1686254237
488,bambanglipuro,-7.95,110.2833,24.2,90,37,3.3,ID,1686254732
489,port hueneme,34.1478,-119.1951,25.77,67,0,5.66,US,1686254733
490,muana,-1.5283,-49.2167,27.61,83,28,1.66,BR,1686254733
491,zomba,-15.386,35.3188,17.55,41,0,0.67,MW,1686254733
492,winnemucca,40.973,-117.7357,25.03,27,0,1.54,US,1686254449
493,jijiga,9.35,42.8,18.12,85,25,1.88,ET,1686254693
494,qasigiannguit,68.8193,-51.1922,-0.32,73,4,1.74,GL,1686254733
495,mahudha,22.8167,72.9333,32.1,60,3,6.5,IN,1686254733
496,buchanan,5.8808,-10.0467,26.11,87,100,2.53,LR,1686254733
497,bathsheba,13.2167,-59.5167,31.34,74,40,5.14,BB,1686254733
498,alice springs,-23.7,133.8833,1.75,93,0,0.0,AU,1686254733
499,nishihara,26.1842,127.7558,25.81,94,20,5.66,JP,1686254733
500,myaundzha,63.0494,147.1858,9.86,66,30,1.94,RU,1686254733
501,okhotsk,59.3833,143.3,7.58,81,15,0.57,RU,1686254733
502,dzilam gonzalez,21.2833,-88.9333,31.55,50,0,4.5,MX,1686254733
503,doka,13.5167,35.7667,33.29,33,89,1.4,SD,1686254734
504,nara,34.6851,135.8049,19.72,97,100,0.96,JP,1686254662
505,kumluca,36.3703,30.2869,23.07,72,18,0.77,TR,1686254734
506,san marcos,33.1434,-117.1661,24.92,69,75,5.14,US,1686254655
507,santa rosa,14.3122,121.1114,27.84,96,32,1.37,PH,1686254720
508,traralgon,-38.1833,146.5333,8.63,92,99,3.71,AU,1686254626
509,grants pass,42.439,-123.3284,28.05,41,0,0.0,US,1686254512
510,berlevag,70.8578,29.0864,3.0,81,75,9.26,NO,1686254734
511,gizo,-8.103,156.8419,27.12,79,100,2.48,SB,1686254734
512,babayurt,43.6002,46.7789,15.61,78,46,4.61,RU,1686254734
513,raudeberg,61.9875,5.1352,14.37,73,0,10.58,NO,1686254734
514,puerto leguizamo,-0.1934,-74.7819,27.82,84,62,1.12,CO,1686254734
515,yulara,-25.2406,130.9889,7.43,36,0,3.56,AU,1686254481
516,elko,41.0002,-115.5012,23.13,25,8,3.58,US,1686254719
517,bulgan,48.8125,103.5347,14.23,64,8,0.82,MN,1686254734
518,bilma,18.6853,12.9164,36.53,23,49,3.3,NE,1686254734
519,somerset east,-32.7217,25.588,11.7,59,17,3.72,ZA,1686254734
520,baghdad,33.3406,44.4009,30.95,20,0,1.03,IQ,1686254734
521,dombas,62.0696,9.1235,11.75,53,42,3.18,NO,1686254735
522,ledyard,41.4398,-72.0142,19.57,63,75,3.09,US,1686254735
523,honningsvag,70.9821,25.9704,4.86,70,100,7.2,NO,1686254735
524,norman wells,65.282,-126.8329,18.02,55,40,5.66,CA,1686254705
525,necochea,-38.5473,-58.7368,19.13,78,30,8.65,AR,1686254666
526,bud,39.447,-86.1758,25.97,28,5,1.07,US,1686254735
527,lebanon,36.2081,-86.2911,28.8,37,40,2.57,US,1686254498
528,yankton,42.8711,-97.3973,29.14,54,0,2.57,US,1686254735
529,ayan,56.45,138.1667,7.38,80,54,0.46,RU,1686254735
530,vidim,56.4088,103.1106,14.31,63,3,1.53,RU,1686254735
531,cururupu,-1.8283,-44.8683,27.62,78,20,2.32,BR,1686254735
532,balotra,25.8333,72.2333,33.43,44,0,6.72,IN,1686254735
533,chicama,-7.8447,-79.1469,24.3,62,21,4.81,PE,1686254735
534,budhlada,29.9333,75.5667,34.37,27,0,0.83,IN,1686254735
535,miri,4.4148,114.0089,25.08,94,20,0.0,MY,1686254735
536,whitianga,-36.8333,175.7,13.51,76,48,4.89,NZ,1686254735
537,barghat,22.0333,79.7167,32.07,18,63,1.34,IN,1686254735
538,el tocuyo,9.7873,-69.7937,29.02,49,87,4.11,VE,1686254736
539,kaeo,-35.1,173.7833,10.74,87,82,3.87,NZ,1686254650
540,misratah,32.3754,15.0925,21.85,70,37,3.73,LY,1686254736
541,sibu,2.3,111.8167,26.17,94,40,0.0,MY,1686254736
542,itarema,-2.9248,-39.9167,27.5,79,4,6.69,BR,1686254736
543,suibara,37.8333,139.2333,17.15,95,100,3.68,JP,1686254736
544,rawson,-43.3002,-65.1023,19.76,38,8,17.66,AR,1686254736
545,phalaborwa,-23.943,31.1411,22.6,33,1,1.45,ZA,1686254474
546,touros,-5.1989,-35.4608,26.91,76,2,5.79,BR,1686254709
547,ugoofaaru,5.6667,73.0,28.51,80,100,6.39,MV,1686254736
548,zhezkazgan,47.8043,67.7144,22.32,54,100,3.96,KZ,1686254736
549,belaya gora,68.5333,146.4167,16.07,40,95,3.11,RU,1686254736
550,margate,51.3813,1.3862,13.5,85,0,4.47,GB,1686254736
551,jaguaruna,-28.615,-49.0256,20.93,72,0,3.46,BR,1686254708
552,kinkala,-4.3614,14.7644,21.95,88,53,1.55,CG,1686254736
553,saint george,37.1041,-113.5841,29.68,20,0,3.09,US,1686254480
554,srandakan,-7.9386,110.2506,24.31,90,40,3.27,ID,1686254736
555,nizhniy baskunchak,48.2198,46.8311,21.81,35,100,2.77,RU,1686254737
556,kukmor,56.1855,50.8944,9.65,80,80,1.92,RU,1686254737
557,bosaso,11.2842,49.1816,31.26,63,50,2.09,SO,1686254737
558,panzhihua,26.5851,101.7128,18.8,91,100,1.78,CN,1686254737
559,elk plain,47.0532,-122.3976,23.97,64,0,4.12,US,1686254737
560,dingle,10.9995,122.6711,24.69,91,22,1.03,PH,1686254737
561,llanes,43.4198,-4.7549,20.56,83,95,3.0,ES,1686254737
562,laela,-8.5667,32.05,17.31,64,49,0.86,TZ,1686254737
563,northam,51.0333,-4.2167,18.55,79,99,6.42,GB,1686254737
564,galiakot,23.5167,74.0,31.05,49,0,8.14,IN,1686254737
565,berbera,10.4396,45.0143,31.84,64,77,1.5,SO,1686254737
566,cortez,37.3489,-108.5859,23.91,21,0,4.63,US,1686254641
567,dayong,25.0209,118.2898,25.33,96,100,0.92,CN,1686254737
568,atyrau,47.1167,51.8833,20.01,60,0,5.0,KZ,1686254737
569,pacific grove,36.6177,-121.9166,22.99,75,7,3.13,US,1686254487
570,asau,46.4333,26.4,17.51,73,98,1.04,RO,1686254737
571,hofn,64.2539,-15.2082,8.65,94,100,6.25,IS,1686254738
572,ardmore,34.1743,-97.1436,32.73,42,40,3.6,US,1686254477
573,sayyan,15.1718,44.3244,19.56,45,67,0.39,YE,1686254738
574,tongliao,43.6125,122.2653,13.4,61,73,3.4,CN,1686254738
575,lola,7.8,-8.5333,21.9,96,21,0.46,GN,1686254738
576,roald,62.5833,6.1333,12.78,76,2,9.26,NO,1686254738
